"attraction_id","user","rating","review","review_date"
"3285","erica_b","5.0","Niagara Falls Tour. Great Tour Guide - he was interesting informative and well organised. Had a great time at the falls, and the tour was interesting too. Niagara-on-the-Lake was a beautiful place to look around.","August 21, 2016"
"3285","clairefx1364tx","5.0","July 2016 Niagara Tour. The tour company was exactly what we needed as newbees to this part of Canada. Our tour guide, Duncan was full of knowledge of the area and enthusiastic even when we were moving in slow traffic.\nThe relaxed stop offs were interesting and well balanced...","August 17, 2016"
"3285","martineastmidlands","5.0","A great experience . We were collected on time by Dave our tour guide who was informative and pleasant. We went to Niagara Falls first and the Hornblower boat cruise gave us the highlight of our day, the noise and feeling of being so close to the water was...","August 16, 2016"
"3285","lieschen_m","4.0","Niagara Falls are great!. The trip was very well organised. We visited the lovely village of Virgil, the smallest chapel and had a informative wine testing (ice wine included) and a short photo stop at a power engine. We were 24 partipicants and the small bus could park right...","August 15, 2016"
"3285","sallyg161","5.0","Great day out. We were picked up on time by Burkas our tour guide. He was brilliant so knowledgable on everything. St Niagara we were given tickets and skipped the major queues but we still had to queues down to the boat which was about 30 minutes. We...","August 14, 2016"
"3285","legals81","5.0","Highlight of our trip. I really cannot say enough good things about how enjoyable this trip was and how friendly and knowledgeable Duncan our driver was. We were picked up on time, the bus was very comfortable and we enjoyed all the stops particularly Niagara on the Lake and...","August 14, 2016"
"3285","garwoodw","5.0","A Terrific Experience!. We are so lucky that we selected this tour. It was an all-day venture that was perfectly planned with a very knowledgeable, polite and professional guide/driver. A van rather than a bus and plenty of personalized information. We sure learned a lot.","August 12, 2016"
"3285","isaphd","5.0","Great tour from Toronto. Tour was easy to book online and pick-up was done on time. We left at 8:10 am and were back around 5:30pm. The minibus has 24 places, which allows to park more easily and conveniently at the different stops. Our guide and driver, Burkus, was...","August 12, 2016"
"3285","chloec1943","5.0","A very memorable day - highly recommend!. Seeing Niagara Falls is very much a 'pinch me' moment and going with Niagara Day Tours made the experience all the more brilliant. I booked to go with Niagara Day Tours whilst I was in Toronto in April this year and I am so glad...","August 10, 2016"
"3285","mel_s_uk","5.0","Excellent - highly recommended. We did the Niagara tour with Burkus last week. I am really pleased we chose Niagara Day Tours for this trip. There were only nine of us on the tour so there was no waiting around for a coach full of people to return after...","August 9, 2016"
"3285","kennywong1015","5.0","A very memorable day!. Booking with niagara day tour is a must if visiting Niagara Falls, then leave the rest upto Burkus and his team. We had Burkus as our driver and tour guide, his professionalism and knowledge was first class. You get so much included with such a...","August 9, 2016"
"3285","richardlz8833sd","5.0","Good value and excellent tour guide. We just did this tour in the beginning of August. It was easy to pick up the bus in the morning. Burkus was our guide and he provided excellent commentary and drove us to our destination and back safely and comfortably.\nThe trip there was...","August 8, 2016"
"3285","bluebirds66","5.0","Excellent trip and a holiday highlight. Overall this was an excellent trip and a highlight of our holiday. Duncan our driver/guide was very personable and knowledgeable, looked after us and ensured we were able to quickly gain priority entry for the hornblower cruise to the falls. The small size of the...","August 7, 2016"
"3285","j2012ajrafaelg","5.0","Amazing experience. The tour was an incredible experience. They picked me up at my hotel and took us to incredible places. The guide Felix was awesome and had very good recommendations. If you want to do a day tour to Niagara from Toronto, I definitely recommend this...","August 7, 2016"
"3285","kare_k","5.0","Unforgettable day tour. We was picked up at the hotel downtown Toronto with a minivan. This turned out to be our transportation the whole day, so we where only 6 people on the tour. The bigger bus was full, so we enjoyed a tour without waiting time for...","August 7, 2016"
"3285","zolapower087","5.0","Great trip. From pick up to drop off a great day. Duncan our tour guide couldn't have been more informative or helpful. Couple of stops pre Niagara. Loved Niagara by the Lake town and the winery.\nBut the falls were just something else. On the boat so...","August 6, 2016"
"3285","carshaltondon","5.0","An excellent tour. A good value all day tour. You are picked up from your hotel downtown in the early morning and after the round of hotels it's off to the Niagara area arriving about 90 mins later. The tour takes in Niagara on the Lake, the heights,...","August 1, 2016"
