"attraction_id","user","rating","review","review_date"
"2390","bcutshall","5.0","Debbie is a Great Tour Guide. Debbie made our tour extra special. She has so much knowledge of the area which she shared. She has so much passion for what she does which made the tour great. Her corny jokes made this us feel like family. Thanks Debbie for the wonderful...","July 12, 2018"
"2390","virginiaginnyc","5.0","Gray line Niagara falls debbies daredevils was excellent. Debbie was excellent very informative took a right where we needed to go right on time we're even early most of the time but definitely try to choose her again","July 10, 2018"
"2390","liz9247","5.0","Niagara Falls Canadian Side 6 hr Evening Tour. We had such an amazing time with Deb as our tour guide. My sister, brother-in-law and husband had such a great time we are planning a return trip next year. Thank you, Deb, for such a memorable time!","July 9, 2018"
"2390","jaxdancers","5.0","Beautiful night. We became part of Dennis ""menaces"" group around 4:30 on a nice little van bus group of 12 starting at the visitors center with pick ups at Niagara American side hotels. Off to Canada with information from Dennis along route.\nStops at the Skylon tower,...","July 7, 2018"
"2390","tom_g","5.0","Niagara Falls Evening Tour - Canadian side. Had an awesome tour with Howard. He is very knowledgeable and we saw and learned things we would not have on our own. Highly recommend this tour.","July 4, 2018"
"2390","triciaparker","5.0","Niagara Fall Canadian side - evening tour. What a wonderful, memorable trip. The falls are beautiful day and night. We saw sights that we may not have seen without doing a tour. Our tour guide, Deb, was terrific. You could tell she loved her job and was excited about showing us all...","July 2, 2018"
"2390","janetms8611ys","5.0","Niagara Falls Tour from the Canadian side with Debbie............. We had so much fun on the tour with Debbie's Daredevils, she was awesome, friendly and very knowledgeable about the tour. We are so glad we got Debbie. thank you again Debbie, we enjoyed every minute!","June 29, 2018"
"2390","natalia_b","5.0","Great tour, easy and worth it especially in good weather.. Thank you Debbie for being an amazing guide!\nLaid back drive around nice places with knowledgeable guide is a great way to see and learn more.\nI would definitely recommend it to everyone who is visiting Niagara Falls for the first time.\nCanadian side got...","June 29, 2018"
"2390","thegre1","5.0","It was better we expected.. My husband and I really enjoyed the trip with ""Debbies Daredevils"". She made it really enjoyable from the time of pick up to the time of dropping us off. She was well informed and informed us all the way through the route.","June 20, 2018"
"2390","julie_h","5.0","Memories of a lifetime!. Our family of three really enjoyed the evening tour of Canada with 'Debbies Daredevils'. It was an action packed trip full of energy from the bubbly tour guide treats and memories of a lifetime.","June 11, 2018"
"2390","dakotagem33","5.0","Great Tour. Our tour guide Howard was very informative and knew the history and details of every stop. Hotel pickup and drop off worked well. Meeting the other passengers on the bus made for an very enjoyable evening. My wife and I highly recommend this tour. Ask...","June 7, 2018"
"2390","sherrill_b","5.0","Excellent Tour!. The Falls are beautiful at night, and our tour guide, Dennis, was fantastic!! So knowledgeable and friendly. I very highly recommend this tour.","June 6, 2018"
"2390","mbbartmann","5.0","This was an amazing tour, enhanced by Debbie, our tour guide.. What an amazing tour! Debbie Daredevils! Our tour guide was very knowledgeable, animated, and explained each event prior to the activity. She provided very useful and historic information about the Niagara River Falls, power plants, and surrounding areas. She even translated her information into Spanish...","June 5, 2018"
"2390","mkuboldi","5.0","FUN. Being an official”Debbie’sDaredevils”, we were given an opportunity to leave our travel worries behind and truly enjoy ourselves. From the beginning, DEbbie went out of her way to make sure we had fun along with learning and seeing all there was to see in Niagara...","June 1, 2018"
