"attraction_id","user","rating","review","review_date"
"2000","dominicemery","5.0","Interesting and Delicious . This is a great tour, not only do you get an idea of the history of Toronto but a sample of its delicious culinary past. Our guide, Tim, was great. Despite not being a local his knowledge if the city was vast. The food stops...","October 17, 2018"
"2000","unclebully0000","5.0","Great way to explore “Hogtown”!. Really enjoyed this tour, a great combination of urban exploring and tasty, delicious pork products. Had a couple of issues with the booking due IT systems but the guys did an amazing job of recovering the situation and in the end I effectively got a...","October 3, 2018"
"2000","goesawayalot","4.0","Delicious. I really enjoyed this tour. Although there was a fair amount of walking there was also a fair amount of pork tastings. Mike our guide was very knowledge about the Toronto area and we visited some lovely places to eat. We ended up in the...","October 1, 2018"
"2000","evelynhamilton_nj","5.0","Piggy Heaven. If you enjoy pork, this tour is for you. Each stop is distinctly different, offering a great selection of pork preparations.","July 30, 2018"
"2000","sjg359","5.0","A tour worth taking. I liked so many things about this tour - it was more than I expected which was a nice change, and it was unusual and fun. My tour guide Tim was great - he was passionate about the history and food of Toronto and was...","June 27, 2018"
"2000","happylabbe","5.0","Excellent walking/food tour of Toronto. Mike, our guide, was excellent - he gave us a great overview of Toronto and the area and was able to answer all of our questions. He was knowledgeable and personable, and gave us the appropriate amount of “hand holding” we like. The food stops...","May 21, 2018"
"2000","anielsen_abc","5.0","Birthday, pork and beer (and cider too)!!. Mike was an engaging tour guide with a wealth of knowledge about pork and all things Toronto! Food samples at all venues were delicious. An added bonus was the detour to Graffiti Alley and the historical anecdotes that Mike was able to share along the...","March 14, 2018"
"2000","sheena453","4.0","Fun Playing tourist for the day. The Tour was good, the guide was great, friendly and knowledgeable. Only complaints was that it started at the hockey hall of fame, and our payment didn't cover the return trip back on transit. It was a nice day so we decided to walk. Disappointed...","October 25, 2017"
"2002","emsink22","5.0","Friendly service, spectacular views. With one day left in Whitehorse, I was searching for a way to enjoy the outdoors on what was to be the sunniest day of my trip. Arctic Range Adventures replied to my query promptly and added me a to a small-group hiking excursion in...","October 22, 2017"
"2003","siyao_y","5.0","This is what I want!. I have been in Canada for 4 years, and this is my first time riding bike in this beautiful county. I was so excited! It was a wonderful tour that you would feel to get involved in the city. My tour guide was very friendly...","October 11, 2018"
"2003","stacyf694","5.0","Great way to spend an afternoon!. We are avid ""tour-by-bike"" people. Fitz & Follwell did not disappoint. We toured with Gabriel last Sunday, in a lovely group of four. I was impressed that the tour was not cancelled with such small numbers. Gabriel is a Montreal native, and shows it through...","September 26, 2018"
"2003","jenkab","5.0","Interesting bike tour. I thought Montreal is kinda boring before I took this bike tour. The local guide, Thom, is really funny and pleasant and knows so many interesting things about the City! I did not regret it a bit and highly recommend it to everyone!","September 21, 2018"
"2003","anniqued2014","5.0","Great way to see Montreal!. My husband and I were in Montreal for a wedding and wanted a way to learn a bit more about the city. We found this tour on TripAdvisor and it lives up to all the great reviews!\nThe tour is mainly along bike paths which...","September 17, 2018"
"2003","ear2006","5.0","Lovely tour!. We had a GREAT time with Amelie and William guiding our tour! We got a ton of interesting info about Canada. Bikes, helmets and a bottle of water provided. There were 2 larger hills but nothing too difficult! One of the highlights of our trip!","September 15, 2018"
"2003","timnado","5.0","Fantastic way to see Old Montreal and surrounding neighborhoods!. My wife and I signed up for this because we wanted to get a good feel for the city. This did not disappoint. We called the morning of our tour to see if we could change it from the afternoon to the morning since there...","September 9, 2018"
"2003","gregory_a","5.0","Guided bicycle tour through Montreal with historical information and stops at key locations.. My wife and I really enjoyed this tour. Our guide was Francois who was supported by Miriam who was the mechanic. We stopped at a number of spots in the city where we learned about the history, culture, people and many other fun facts. We...","August 26, 2018"
"2003","markdietrich","5.0","Simply Fantastic Tour. Fitz & Follwell will give you a fantastic tour filled with fun, history, and amazing sights. I really enjoyed the four-hour south city tour.","August 17, 2018"
"2003","keith_m","5.0","Great family ride & way to see montreal. Our South Montreal bike tour with Fitz and Follwell was wonderful. Catherine our guide was great. She was very knowledgeable of all the sights and lead us all around the city. It was a very easy doable ride for the entire family (11&13year olds).\nWe...","August 5, 2018"
"2003","eve_m","5.0","Amazing bike tour . Katrin was awesome - this was a thorough tour of the city and she provided us with great history, information and tips for places to visit. Highlight of our visit. Highly recommend.","August 5, 2018"
"2003","nospar2","5.0","Biking in montreal. this is the best way to see Montreal, We brought our own bikes and Gabriel was our tour guide, He is also a history teacher, which was a plus. I think his stories were great and he knew alot about Montreal. The best part of...","July 25, 2018"
"2003","klassyhk","5.0","See more of Montreal close-up and in a healthy way. Did the walking tour last summer so I tried the bike tour this summer. Love it even more than the walking tour because you can cover 2x - 3x more area and our guide was fluent in both French and English. Shared a lot of...","July 24, 2018"
"2003","jan_r","5.0","Sightseeing at its best. JF, Jean Francois, our tour guide, had a wonderful sense of humor and a deep and comprehensive knowledge of the history of Old Montreal. Despite the fact that Montreal was experiencing a heat wave which made the cycling a bit challenging, JF kept us hydrated...","July 11, 2018"
"2003","tclouve","5.0","Fun and interesting!. We did the South Montreal bike tour this week with Catherine, and had a great time! Catherine was an enthusiastic, engaging and informative guide of the fascinating sights of the downtown and Old Montreal areas. She provided interesting and helpful information -- in a light,...","June 28, 2018"
"2003","scott_s","5.0","Great way to see A LOT of Montreal in a short time. I didn't have a lot of time for sightseeing on my work trip, so this bike tour was perfect for seeing as much of Montreal as I could in a short period of time. It allowed me to check off a lot of sights I...","June 17, 2018"
"2003","savy1959","5.0","Fantastic Tour!. We did the South Montreal Bike Tour with Tom, who was amazing and so knowledgeable about this city and the beautiful sights we visited. The 3 hours goes very quickly and the cycling is very enjoyable. Fantastic, Just Do It!","June 13, 2018"
"2003","kgs4869","5.0","Great way to see the city.. Martin gave a great tour with commentary. He made a point of taking a fairly easy-cycling route, avoiding too many hills. A well-spent three hours.","June 2, 2018"
"2003","robert_t","5.0","A very nice way to see Montreal. Tom was our guide and he did a great job, we loved the tour, the sights, the length, etc. I highly recommend this tour for a quick overall view of the city and surrounding area. Riding was not difficult and the bikes were great. Thank...","May 30, 2018"
"2003","svhwos","5.0","An absolute must do in Montreal. Fantastic!! I highly recommend doing a tour of Montreal with these guys & girls. I was worried about 3 hours riding around town, but it was all easy riding, only one very small hill. We had an amazing tour guide Leah who was so knowledgable...","November 11, 2017"
"2003","hayleyrae_11","5.0","Fabulous Way To Spend an Afternoon!. Leah, our entrepid guide, was fantastic - she's a history scholar, she was knowledgable and fun, and she took us on an adventure through downtown and Old Montreal. I couldn't say enough about her and how she helped us to experience the city, not to...","October 27, 2017"
"2004","neha_s","5.0","Perfect unique experience in Toronto!. We had a fantastic time on my bachelorette weekend thanks to the kindness and knowledge of our guide, Edu. He did a wonderful job showing us around the area with little stops in between cafes to appreciate the graffiti art in Queen West! The afternoon...","October 1, 2018"
"2004","lynn_c","5.0","Dessert Like A Local. We went on a Toronto pastry crawl with McKenzie and learned even more of why we love Toronto. In addition to sampling some of the best pastry bites around town, we got an impromptu graffiti street tour and we even went off script when McKenzie...","September 30, 2018"
"2004","le_le_m","5.0","very fun and unique experience. I did the Queen West Pastry Crawl with my colleagues for our summer corporate event, and it was so much fun! Everyone had a great time and enjoyed the pastries, company, atmosphere and the walk. Everyone raved about how much fun it was. It's such...","August 20, 2018"
"2004","lam4389","5.0","Need Sweet Treats? This tour can't be beat!. I had a fantastic afternoon with Edu on the Queen West Pastry tour! We stopped at 4 of the best dessert/pastry shops in the city, trying out a wide variety of desserts that were a feast for the eyes as much as a feast for...","April 29, 2018"
"2004","hotels_accomodations","4.0","Fun and delicious. Whether you are a Torontonian or tourist, this is a fabulous way to be introduced to a variety of bakery's (and coffee shops) AND taste pastries you may never have thought of trying before. The bakeries are located in a trendy area of Toronto. And...","March 20, 2018"
"2004","shilo_s","5.0","All the deliciousness. Do you have a sweet tooth? If you do, this is the tour for you! Do you enjoy perfectly crafted caffeinated beverages? This is the tour for you! Mackenzie was the perfect host and has a steller personality to boot. I was lucky enough to...","February 27, 2018"
"2004","anitap49","5.0","Sweetlious!. I had the pleasure of meeting up with a friend in Toronto in January for a long girl’s trip weekend. The one and only thing we scheduled for this footloose and fancy free trip was the Queen West Pastry Crawl. If we had done a...","January 29, 2018"
"2004","eledublin","5.0","Sweeeeeeeeeeeeet!!. What a fantastic tour this was! My wife and I went on the Pastry Tour mainly because we also wanted to explore the funky neighborhood of Queen West and what a delicious surprise it was! Reflecting the mega-diversity of Toronto, we got to try Italian,...","October 31, 2017"
"2006","avidtraveleredmonton","4.0","A workout that's worth it!. We rented two fat tire bikes and cycled a variety of paths most of which were hard packed with snow. The bikes were in great condition, p/u was easy & convenient (located within 25 metres of the Lodge) and the service was typical Rocky Mountain:...","March 11, 2019"
"2006","escape247259","5.0","Fantastic fatbike tour for first-timers and experienced bikers alike.. We had such a great time on this fatbike tour to Troll falls. Our guide Claude made sure everyone was comfortable with the bikes, led us at a good pace, and had no issues stopping if someone needed a quick break or to change out...","March 4, 2019"
"2006","ramsarellla","5.0","Really great introduction to fat biking!. My husband loves mountain biking and has been talking about trying fat biking for ages. I found Kananaskis Outfitters online while looking for things to do on family day long weekend. I saw that they offer fat biking. I chose the two hour tour. Booking...","February 17, 2019"
"2006","doug_n","5.0","Fat bike Troll Falls. The staff were knowledgable, The bikes were brand new with studded tires. The day trip was totally reasonably priced and the location was 2nd to none.","January 1, 2019"
"2006","peaklikfe","5.0","Amazing company, amazing time. As there were only two of us on this tour the routing was tailored to us which was amazing! I love that this is a family run company, they care about the little things and are so personable. We learned so much and had a...","December 13, 2018"
"2007","ilta2013","5.0","What a way to discover wonderful Vancouver. We have done a few bicycle tours in different cities around the world and this one comes down in top spot. Why? The city, the view, the bicycle lanes, the stories the rant could go on. But there was one person that topped it all,...","October 23, 2018"
"2007","jachitch","5.0","Relaxing ride, interesting tour. Loved our tour of Gas Town with Jeremy. A great afternoon activity on comfy bikes and a varied itinerary. Jeremy was friendly, fun and professional with lots of interesting knowledge about the locations. Nice touch to stop off for ice cream - I won't reveal...","September 13, 2018"
"2007","daan1528","5.0","Best way to see Vancouver . Jeremy was an excellent tour guide to show us around Vancouver. He has a lot of knowledge about the town and interesting facts. Aside from the regular tour he showed us some street art around the city which was very cool to see and on...","August 15, 2018"
"2007","andrew_v","5.0","Awesome afternoon tour of Vancouver - Dragons & Steam. I was the only guest registered for this tour on a Thursday afternoon, so I ended up with a private tour of the city. Jeremy was incredibly knowledgeable about all aspects of Vancouver -- current events, art, history, living, dining, neighborhoods, etc. I loved that...","August 2, 2018"
"2007","inthedistance","5.0","Solid Vancouver introduction with 'Dragons & Steam'. Visiting Seattle, I decided to drive up to Vancouver for a day or so and make the most of my brief visit with a bike tour. The weather was great, and Jeremy's tour felt like a good amount of time and distance. He was very...","July 31, 2018"
"2007","arianeb291","5.0","New upcoming murals tour. Exquisite visit of local arts with Jeremy. He knows so much about the artists and the process in which the murals have been painted. 10/10 would recommend !!","March 20, 2018"
"2007","cynthia_b","5.0","Jeremy is the best!. We visited Vancouver in mid-October and found Vancouver Bike Tours through Trip Advisor. So glad we did! We took the Towers and Totems tour, which was 3.5 hours through the West End, Robson Square, the harbor, and Stanley Park. There were plenty of stops so...","November 13, 2015"
"2007","dangmegg","5.0","Great introduction to Vancouver. We (family of 6 adults ranging in age from 62 to 25, first time in Vancouver) took the 5 hour tour on Monday afternoon after arriving on Saturday evening. We'd read that the city is bike friendly, and hoped to get an overview of the...","September 18, 2014"
"2008","jeff_m","5.0","Beautiful Island Bike Tour. We thoroughly enjoyed our evening bike tour of the Toronto Islands with Shawna. There were 6 of us in the group and Shawna kept us all safe while navigating the downtown streets on the way to the ferry. There were varying abilities on the tour...","October 13, 2018"
"2008","528karenb528","5.0","Incredible evening ride!!!. My daughter and I LOVED this tour. We did it the first evening after landing in Toronto. Shawna our tour guide was the very BEST. You can see she absolutely loves her job and our group had the best time. It was awesome to start...","September 13, 2018"
"2008","tim_b","5.0","Excellent Way to see Toronto Islands. Relaxed, slow paced cycle tour. Everything you need is included in the price. Just bring a camera if you want.","September 11, 2018"
"2008","tintoon1","5.0","Memorable experience. During our first visit to Toronto this past weekend, my husband and I toured the Toronto Islands on bikes. I was a bit uncomfortable navigating the streets of Toronto at first, as I haven't ridden a bike in 20 years or so, but our tour...","August 29, 2018"
"2008","gene_r","5.0","Beautiful Evening Ride!!. What an amazing ride!!! From the hustle and bustle of downtown Toronto to the peaceful quietness of the islands. Such an amazing contrast. So close, but such a different world. Shawna was our guide and she was excellent! We are a family or four and...","July 28, 2018"
"2008","amandacr","5.0","Amazing Experience. We have been to Toronto many times, so when my husband and I went a couple of weeks ago for a concert and had an extra evening free, we decided we wanted to find something different to do. I couldn't have been happier that I...","July 24, 2018"
"2008","globetrotting414869","5.0","Great experience. Tara was an excellent guide of Toronto and the Islands. She manovered us safely through the traffic and then on the Island she took us around a very beautiful place. She was very knowledgeable and told us great stories. It was certainly the best part...","July 20, 2018"
"2008","abernathys","5.0","The Toronto You Never See. My wife and I try to take a bike tour in every city we visit. We find that we learn more, visit parts of a city we would never otherwise see, and get some exercise all in one trip. This tour was no exception. Tara...","July 3, 2018"
"2008","paroy2018","5.0","a soothing moment. a really soothing moment combining sailing and riding. also an amazing point of view of the skyline.","June 20, 2018"
"2008","amandine_e","5.0","Lovely way to spend the evening. Lovely evening tour of the islands!\nOur guide was very knowledgeable and the timing of the tour meant we got the blue, golden and pink skies with the sky scrappers lit up during the ferry back ride!\nThe bikes were also great for the city...","April 30, 2018"
"2008","399zhiweiw","5.0","Fantastic trip. The island trip is amazing, especially during the afternoon that you can gaze on the all these beautiful sunset from the best view in Toronto. Even if the March is kind of chilly and windy for biking, it gets better in the afternoon. I would...","March 17, 2018"
"2010","l0vemyb0st0nterriers","5.0","Beautiful weather--beautiful town.. Lillie was our guide. A great job--in spite of the garbage truck noise, weedeater noise,and busloads of kids walking around and chattering!! Very interesting to hear the history of the town. Saw some beautiful architecture. No regrets whatsoever for taking this informative tour.","October 2, 2018"
"2010","r2023efchrisp","5.0","Outstanding Walking tour . Lily our guide was wonderful. Very informative and enthusiastic about her town. Very worthwhile. Gives a good overview. Especially helpful if you do it when you first arrive.","September 20, 2018"
"2010","bikinggal2018","5.0","A Wonderful Capstone to our visit - Lily is the best!. Lily is a wealth of knowledge, stories and history of Niagara on the Lake! We learned so much and she brought the village alive for us. Lily is also warm, personable and welcoming. The price is VERY reasonable and worth 3 times what Lily charges....","September 17, 2018"
"2010","smithjls","5.0","A Real Look at Niagara on the Lake. Lil was fantastic. The information makes you enjoy the area so much more. The pace of the tour is perfect. This is a must do.\nThanks Lil for one of the best 2hrs in On the Lake.\nJudie","August 27, 2018"
"2010","ihorr2015","5.0","So much interesting history & local tidbits!. Delightful tour given by Lily with captivating and surprising stories of local goings on and characters. Architecture very well explained. Lots of history here told by Lily in a most enjoyable chatty style. Definitely highly recommended and a “must do” if you enjoy local history...","August 19, 2018"
"2010","krustykrusher","5.0","A must-do while you are in town. We took this walking tour with Lily as our guide. Great fund of knowledge and very well-presented. This area is so rich with history. Lily gave us a great overview of Niagara-on-the-Lake, enough to make us appreciate its beauty on a deeper level. For those...","July 29, 2018"
"2010","mmers05","5.0","Great tour!. My husband and I try to do a walking tour of many of the places we visit - it really gives me the sense of knowing the area/city so much better. We booked sort of last minute and I'm so glad we decided to do...","May 21, 2018"
"2012","roch_p","5.0","Haunted Walk - Nightmare Before/After Christmas - December 30th, 2018, Ottawa. What a lovely evening with our guide Amanda!\nOur one-hour walk started at the meeting location in Ottawa where we were briefed on spooky stories and facts about Sparks Street. We walked along Elgin Street towards the National Art Centre, where Amanda explained further our...","January 1, 2019"
"2012","4tania","4.0","Haunted walk nightmare before Christmas (only available in December). We participated at the Hanted walk before christmas that started on Spark street and ended in the Bytown museum. Many interesting stories.","December 23, 2018"
"2012","onair37574828512","5.0","Really Fun Experience. The Guide was really energetic and enthusiastic and really dramatic which all worked really well for the atmosphere and stories!! We were in the middle of a blizzard and still had an amazing time. The guide somehow managed to work the weather in her favour...","November 16, 2018"
"2012","drop_i","5.0","A great activity for our Social Recreation Program - Centre 507. Thank you Sarah Ann, for hosting 12 of us on Oct. 16, 2018. 4 of our participants had walking aids and were still able to enjoy the tour. Thank you for your understanding and patience. One participant said it was ""very enjoyable and educational about...","November 15, 2018"
