"attraction_id","rating","review","review_date","user"
"412","3.0","good tour. I was so looking forward to this experience but I was a bit disappointed at the end, not because it was a bad tour, it was a great tour but the overcrowding of people we experienced really took the joy right out of it. The...","July 26, 2018","susan_g"
"412","5.0","The Best Tour Ever!!!. Our family was visiting Vancouver for the first time after doing the Disney Cruise and We wanted to see as much as We could in 2 days. We searched for many many months for different day trips and found that this would show us the...","July 25, 2018","e629yidominiqueb"
"412","4.0","Incredible Sights. First off, I really appreciated the efficiency of the hotel pick ups/drop offs. Given the way traffic moves in Vancouver, it saved everyone plenty of time having multiple vans handle both efforts. Our guide was very friendly and made sure everyone knew where to go...","July 22, 2018","ttinley24"
"412","5.0","Suspense and Suspended!. Wow, at 75 I wasn't sure I could do it. But it was fun, I felt safe and once on the other side, it was a feeling of, ""I made it!"" The tree house adventure was fun and the steps were a little difficult with...","July 10, 2018","carolyn_f"
"412","5.0","Well organised and ran like clock work. From the prompt pick up from our hotel to informative sessions whilst travelling to the locations, our tour guide / driver Ed provided a high level of service for our very busy day. Couldn't have asked for more on the tour. Thanks for a great...","July 10, 2018","angela_s"
"412","5.0","Great day of exploration. Enjoyable day of touring two very popular attractions. The tour allowed a decent amount of time to explore both, and there was opportunity to stay and shuttle home or return with the bus. Katelyn was personable and friendly, drove us safely and competently around. She...","July 8, 2018","eatrestrepeat"
"412","5.0","The day got better. The fish hatchery was pretty boring but had some good photo opportunities. Grose Mountain was given a fair bit of time so take full advantage of the zipling and skylifts. The bird show and lumberjack show wwre packed so get there early for those. By...","July 7, 2018","amy_m"
"412","5.0","Highlight of my trip!. Extremely good value for a whole day trip! Tour guide was excellent and it was very well organized. I cannot stop talking about how fun the bridge was :-)","July 3, 2018","stacey_w"
"412","4.0","Well organized and coordinated tour. This tour can be booked with or without the visit to the salmon hatchery. For the extra 15 minutes this takes, the educational value is very high. Except for the crows, this is a nice tour. The tree walk at the Capilano Bridge was an...","June 30, 2018","robert_s"
"412","5.0","Exceeded my expectations. Came to Vancouver two days ahead of a cruise and wanted some outdoor activity for the day before boarding the ship.\nFirstly, our driver/guide, Jason, was excellent. Right combo of information, humor, and getting our group of 23 to each venue. He explained what was...","June 24, 2018","raptordash"
"412","5.0","Very enjoyable. We took four teenagers on the Capilano Bridge/Grouse Mountain tour. We were picked up at our hotel, and our driver, Aleso, entertained us as he drove through Vancouver. He was very specific in his instruction on how to have the most enjoyable experience. We loved...","June 17, 2018","dawgtraveler1228"
"412","5.0","Memorial Weekend Trip. We had an amazing time. Our tour guide, Ed, was extremely knowledgeable and friendly. He made our experience feel truly unique, and we didn’t feel like we missed out on anything especially with his recommendations.","May 28, 2018","877brianaw"
"412","5.0","One of the best view.... The Capilano Bridge is one of the best place to go and try the suspension bridge,the view from above is spectacular, the waterfall and trees are amazing, after crossing the suspension bridge there’s more little bridges in between the old trees. It’s a must experience!...","May 17, 2018","gnome305"
"412","3.0","Enthusiastic guide, capilano was more fun. I enjoyed my tour. It was self guided, which i liked, and we were given plenty of time to explore, and see what was what.\nThe capilano suspension bridge park was really cool - if you dont have a problem with heights. The trees and...","May 9, 2018","ashley_s"
"412","5.0","Capilano Suspension Bridge. My Husband and I did this tour last week of October 2017. It was amazing scenery and loved the time we spent walking around. We did the tour with Landsea tour company and our guide TIm was fantastic. Gave us the most interesting talk about...","November 7, 2017","babz90"
"412","5.0","Excellent Experience. We had a great time on our tour. We were picked up on time in a clean and comfortable bus. Our driver was experienced, knowledgeable, and entertaining. Going by tour allowed us to avoid worries about traffic, directions and parking. In particular, on the way...","October 22, 2017","leon_t"
"413","5.0","Great Afternoon of Wine Tasting!. My wife and I had a great afternoon touring the wine country with other couples. Bob was our experienced driver and knowledgeable guide who did an outstanding job! Right from our pickup in Niagara-On-The-Lake everything was on time and very well laid out. The mini...","January 8, 2019","gregjurpin"
"413","5.0","Excellent!!!. We had a great time, with the folks of Grape Escape. Our tour guide Brian and driver Jills were OUTSTANDING!! THANKS again Eh!","November 1, 2018","jesus_r"
"413","5.0","Highly Recommended Wine Tour. This was a mine and my girlfriends first wine tour and we had an amazing time. David our tour guide was very knowledgeable and hospitable, answering any questions we had as well as providing great conversation. We booked less than 24 hours before the start...","October 25, 2018","jackson_t"
"413","5.0","Fun Day. Pete was a great tour guide. We saw four wineries - they were a nice blend of small and medium size. Was great to see more of the countryside than we might have on our own.","October 25, 2018","julie_g"
"413","5.0","Good range of tasting experiences. This company shares the love around when it comes to vineyards but we were very happy with the ones we visited:\n- Jackson Trigg - large & modern\n- Konzelmann, a German owned medium size vineyard with the vines growing right down to the water...","October 22, 2018","ann_t"
