"attraction_id","rating","review","review_date","user"
"604","1.0","What a Joke!!!!!!!!!. So I booked the Fraser Valley wine tour on January 19th, paid in full that same day. The tour was scheduled for June 17th, and in the months prior I called to ask which wineries they planned to go to...…they said they wouldn't know till...","June 29, 2018","kldsandiego"
"604","5.0","Great way to spend a Wednesday!. Took the Fraser Valley Wine Tour with Scott and had a REALLY lovely day! The choice of wineries was great, Township 7 was my favorite, but Vista D'Oro really gave you your monies worth. Scott was an excellent tour guide! Really enthusiastic and knowledgeable about...","June 22, 2018","freshface007"
"604","5.0","Outstanding Fraser Valley Wine Tour! Highly Recommended!!!. I thoroughly enjoyed my day in the Fraser Valley; Maria was the perfect tour guide. I had no idea that there were so many outstanding wineries so close to the city.\nOur first stop was at Backyard where we were treated to a behind-the-scenes tour,...","June 4, 2018","crepelike"
"604","5.0","Had a great time!. Took the Fraser Valley Wine Tour on May 23 with Scott and had a great time! He is very knowledgeable about the area and took an interest in what we each had planned while in Vancouver. We visited Backyard Vineyards, Township 7, and Vista D'oro....","May 31, 2018","erinvc"
"604","5.0","Fabulous Beer Excursion . We had a fantastic time visiting 3 breweries. Maria was so knowledgeable (and fun), she made the experience very memorable. Highly recommend.","April 25, 2018","activegirl9"
"604","5.0","Wonderful day with Scott. The tour was excellent. We visited 3 lovely wineries. Sampled a variety of varietals. Scott was not only a great driver but also had a vast knowledge of the wine and wine making process. I would recommend this tour to anyone out to see what...","April 21, 2018","danfredusa"
"604","5.0","Awesome trip! Great wine. Had such a good time with our group and our awesome guides Ben and Scott! They made it super fun, especially since I went on the trip by myself. Would highly recommend :)","March 30, 2018","ashleighp132"
"604","5.0","What a treat in my own back yard!. To celebrate our three January birthdays, our small group of friends got together for a wine tour to the Fraser valley this past weekend. We had all done wine tours elsewhere - Napa Valley, Saltspring Island, France....In fact, my family has a small, private vineyard...","March 12, 2018","cynthia_b"
"604","5.0","Great addition to a trip to Vancouver!. We had a great time on the Fraser Valley wine tour. Our guide Oliver and guide-in-training Helene were great company and very knowledgeable about the region. We visited three wineries, tasting wines at each and had a delicious cheese and charcuterie lunch at one of...","October 19, 2017","salinatraveler"
"605","5.0","Great day of wine tasting.. Our tour guide Harold picked us up at our hotel right on time. As we traveled from Niagara Falls to Niagara on the lake he kept us well entertained by his local knowledge of the area. He had a list of wineries we were to...","February 18, 2019","kevinlhenderson"
"605","5.0","A day in Niagara. If you're trying to decide what to do in Niagara and you enjoy wine...we enjoyed a good 5-6 hour day with our guide, Bernie, and we had a fabulous day!! We booked on line and the whole excursion happened seamlessly! Canadian wine was an unexpectedly...","November 25, 2018","carol_w"
"605","5.0","Fantastic day. First class service. Darrel picked us up directly from our Airbnb. Very professional and knowledgeable, took us to some really nice wineries. We had a great lunch at The Garrison, one more wine tasting then back home. What a fantastic day and tour! Didn’t have...","October 30, 2018","781edwardm"
"605","5.0","Wonderful Day of Wine Tasting!. Bernie picked us up promptly at 10:25 a.m. at our hotel and it was clear from the start that we were in for a treat. Being a local, Bernie knows so much about the area and shared with us a ton of great information. We...","July 11, 2018","tracyt0428"
"605","5.0","Great Attention to Detail. Breanne did an amazing job as our tour guide. We went through on Saturday the 3rd of February and she lead a group of 12. My wife and I enjoyed the experience very much. The ice room was a special treat. (30,000 pounds of ice...","February 5, 2018","jvuser"
"605","5.0","Great wine and great experience!. We had a great time on our wine tour of Niagara On The Lake. Daryl, our guide, was a lot of fun and he knew the area well. He had great suggestions for wineries to visit based on what we liked and he was flexible...","November 14, 2017","marc_h"
"606","5.0","So full!. I was only in Toronto for a few days and I knew I was going to spend the $$ on food. Glad I did this tour as I not only got to eat...a lot, I also now have a great go-to list for top spots...","January 12, 2019","jessica_s"
"606","5.0","Great tour. My daughter and I really enjoyed this tour,on our own, we never would have known where to go or what to try. There was an incredible amount of variety, SO much food, and we had some choice in what we wanted to try. Our guide...","October 26, 2018","barb_d"
"606","4.0","As promised, you won't walk away hungry. The Chinatown tour focused on bakeries and eateries that bake/cook Cantonese style food. The two bakeries were fascinating. Cafeteria trays and tongs were the implements to select from the many offerings. We ate a baked pork bun (versus steamed) and a fresh spring roll that...","August 20, 2018","oh_traveler3"
"606","5.0","Great time! . We had a great tour of old Chinatown with chef Kelly! She was friendly and knowledgeable and kept things moving at a good pace for our group. We ate delicious food (more than we should have!) and she customized the selections for our preferences which...","August 17, 2018","nispero_zapote"
"606","5.0","Delicious Way to Explore Chinatown. I went on the Old Chinatown Food Tour at the beginning of July and really enjoyed it! We stopped at several places and tried so many different foods. The tour included both quick bites and sit-down meals. Our tour guide, Ariel, was awesome. He’s really...","July 18, 2018","annatravels4"
"606","5.0","Great way to experience Chinatown. My two teenage boys and I enjoyed our tour with Chef Scott. His knowledge of Chinatown and the history of the area was great but we also enjoyed his personal stories. He took time at the beginning of the tour to see how adventuresome we...","April 6, 2018","kazoofamily"
"606","4.0","You want this. Yes. You do. . So Chef Scott delivers on his promise, you won't leave hungry.\nDelicious Toronto Chinese food, including the hidden gem Chinese bakeries, a local favorite late nite hot spot and an in-the-know delicious dim sum. Again, trust the Chef... would never find these places on my...","April 6, 2018","soulvoyager"
"606","5.0","""Great Tour, Excellent Guides, So Much Food"". Let me begin by telling you if you are looking for sample portions, this is not that tour. My wife and I recently took this tour with Chef Scott and a new employee (sorry cannot recall her name). To begin with both of these individuals...","April 6, 2018","frederickwilliam"
"606","5.0","Delicious and interesting!!. My guide, Charles, was fantastic, and the tour was great. I ended up being the only person on the tour that day. Charles has a lot of knowledge and history about Chinatown to share. The food at each stop was delicious- especially the savory crepe...","March 19, 2018","booknook21"
"606","5.0","Good food, good time. Our guide, Chuck, was very knowledgeable about the food and the community. We enjoyed the food and conversation. Highly recommend this tour.","March 12, 2018","david_b"
"606","5.0","Enjoyable even in the freezing cold!. We had a wonderful time on the Chinatown tour, Our guide was very friendly and made sure that we learned a lot and also got to sample a little bit of everything. We really enjoyed the Chinese bakery stop and the Dim Sum was great...","January 14, 2018","966erind"
"607","5.0","Great tour. Dave picked us up at our hotel and took us to West Kelowna for a tour of numerous wineries Each provided us with 5 samples and Dave supplied some crackers and cheese at one winery Very informative and no pressure to purchase wines although we...","October 3, 2018","tome289"
"607","5.0","Very relaxed trip with great tour companions. We decided to make the tour with Red Dog the evening before we went on it. Booking, pick up at hotel and overall organisation were all great. We visited 5 wineries for tasting and another to take in the views on what was a beautiful...","September 24, 2018","bill_t"
"607","5.0","Great Tour with Great Tour Guide. Nice afternoon with Dave.\nGreat tour and nice winery’s.\nEven I’m not a wine drinker and made the tour four my wife I really enjoyed it and found also wine I like.\nA must for everybody who stays in Kelowna.","September 17, 2018","koppa-s"
"607","5.0","Brilliant day out. After being highly recommended by the staff at our RV site we booked the afternoon wine tasting experience with Dave from red dog wine tours. We got picked up from our site which was perfect. On the tour we stopped at the following,\nOff the...","September 15, 2018","jamieturner72"
"607","5.0","Red dog wine tour. What a great way to spend a cloudy day...... testing wine. Was a great day and so many wonder wines to try. Our guides where super great. Highly recommended red dog tours with Dave and Michelle","September 14, 2018","rhonda_o"
"607","5.0","Good wine. Great afternoon visiting 4 excellent wineries. Pick up from hotel. Host John made the tour interesting by giving us information about surrounding area. Recommended restaurant for eats later that evening. Thanks.","August 25, 2018","1821jt1922"
"607","5.0","Red Dog Wine Tour. My girlfriend and I went on this amazing wine tour. Thank you to Dave for making sure we had an amazing time but most of all made sure we were comfortable and well entertained. Dave was super sweet, well knowledged and he even brought snacks...","August 22, 2018","arjun_s"
"607","5.0","Excellent Kelowna Wine Tour. My boyfriend and I really enjoyed the afternoon Kelowna Wine Tour. Dave was an excellent host, and had lots of great information about the wineries and Kelowna itself. We had a little bit of extra time on the tour, so we were able to make...","August 20, 2018","jasmine_n"
