"attraction_id","rating","review","review_date","user"
"1314","3.0","Was a good way to see the sights so we know where to go back. The bus was a closed coach bus and the driver provided a running commentary. He was quite knowledgable, funny and gave us a good tour. The trip itself was about 90 minutes long which was plenty of time to see the sights and note where...","August 11, 2018","adriane_b"
"1314","2.0","Not worth it. Strengths\n1. Nice to sit on top of bus on a beautiful day\n2. It is a beautiful city\nWeaknesses\n1. Audio does not work well\n2. Could not hear any commentary fr guide.... most people just took off ear buds\n3. Confusing to hear...","August 3, 2018","lulukale"
"1314","4.0","2 hr bus tour. Our bus driver/tour director was knowledgeable and shared a lot about the city. The bus was clean. The two stops are probably needed for stretching, seeing the lower city, etc. But totalled 45 minutes of the two hours. The bus got extremely hot and stuffy...","August 2, 2018","journey784873"
"1314","4.0","Beautiful city that feels like Europe. If you want a lot of details on Quebec City this tour gives you a lot of information. Turns out the guide went a hour over the 2.5 hour described time. Our friends stayed to the end which we did not.","July 14, 2018","joanieg1"
"1314","5.0","So GRATEFUL!. This morning, my wife and I were on the 2 hour Québec City bus tour. This bus was mostly enclosed except for small windows on top which you could open. I was using these small windows to take some videos and pictures without the glass...","July 12, 2018","duen_y"
"1314","5.0","Useful for an overall fel for the old city. The tour leaves from the plaza next to the Frontenac Hotel and the Champlain Monument. Large, enclosed tour bus with comfortable seats, the driver gives the tour maneuvering the bus around the narrow streets giving an ongoing dialogue. Useful for getting the layout of the...","July 5, 2018","nickpt"
"1314","4.0","A highlight of our vacation. Fantastic mix our history and humour! Appropriate commentary that even our nine year understood and enjoyed. We loved it!","July 3, 2018","595marcyb"
"1314","5.0","A must-see if you only have a few days in Quebec City. This is a lovely place to visit. I only had a few days for my first trip. So this is a fun way to see as much as possible and get oriented to the lovely walled city.","June 18, 2018","debbie_r"
"1314","3.0","Try doing your Own Tour. The guides try hard to entertain you .\nI prefer walking and exploring rather than the confidents of a bus and a set schedule.\nCan be easily done in Old Quebec.","May 27, 2018","pioff"
"1314","5.0","Best tour guide ever. If you do this tour try your best to get Oscar he’s an amazing tour guide instead of the buses that have recorded stop info","May 27, 2018","frankst9192tg"
"1314","3.0","A good initial outing. Did the bus tour on our first day. A good way to orient yourself with the city. Let down sightly by the recorded guide (rather than a live one) which was relatively basic in its information. I don't know if they have live guides at...","May 17, 2018","adocuk"
"1314","4.0","Great way to familiarize yourself with a new city].. So glad we decided to take this tour,as this was our first time in Quebec. The driver was friendly and informative and gave us several opportunities to explore. After the tour was completed, we knew the areas we were interested in returning. This was money...","April 30, 2018","linda_s"
