"attraction_id","rating","review","review_date","user"
"1559","5.0","Outstanding Adventure. Couldn't have asked for a better day on the water. Matt shared a lot of incredible information about the region and took his time tacking back and forth across the river to make sure everyone had amazing vantage points of the majestic eagles that roost...","January 6, 2019","lorax1167"
"1559","5.0","Eagle Rafting. The tour departs from a hotel in Squamish daily at 11:30AM. Shuttles are available from Whistler and Vancouver\nWe were 6 guests in a raft plus the guide. You drift down the Aquamish river past the Eagle Provincial park and observe these magnificent birds. The...","December 8, 2018","623davido"
"1559","5.0","Eagle Viewing in Squamish. My husband enjoyed a relaxing eagle viewing excursion in beautiful Squamish / Brackendale BC, home to one of the largest wintering eagle spots. Matt our guide was very personable and informative. Canadian Outback does a good job fitting the rafters with the gear to be...","December 16, 2017","604canadiantraveller"
"1561","4.0","Worth it!. 3 hour tour of Montreal underground, excellently led by Jeff - who certainly has an interesting, quirky take on Montreal!","December 20, 2018","itsbg"
"1561","5.0","Great tour to experience Montreal. We had three tours with the company: South bike tour, North bike tour, and underground tour and were happy that we did all three.\nGabe was the tour guide for both bike tours and we learned about Montreal neighbourhoods, history, and cultures in 7 hours....","October 20, 2018","deisy6533"
"1561","5.0","one of its kind concept. for us this is one of its kind concept thats worth seeing to believe in. This is an unique way such that Montreal-ites may not need to come out to the street level during the harsh winter months.","September 20, 2018","jayenshah"
"1561","5.0","A must see Attraction in Montreal. One of the best attractions of Montreal, its worth going there and doing some shopping.\nI enjoyed my trip and spend some time there","August 20, 2018","faizi102"
"1561","5.0","Great tour and learned so much! Tom was the best guide!!. My husband and I booked this tour because it was going to a frigidly cold weekend. The tour was fascinating. Underground is so much more than malls. Tom was very knowledgeable and showed us not only underground but also above-ground but inside. Learned about architecture...","January 8, 2018","sla265"
"1561","5.0","Fantastic tour great service. Initially changed my booking from the original day and got lost in communications. Fits and follow not only fixed the mistake they gave me an additional free tour to take my girlfriend with me. The tour guide Tom was amazing and super knowledgeable I would...","December 31, 2017","chris_h"
"1561","5.0","Wonderful and warm tour with Tom. My adult son and I really enjoyed our first day in Montreal , touring with Tom. He was the best guide- so personable and knowledgeable. We learned so much about Montreal and enjoyed the Underground City. It was especially nice considering the outside temps were...","December 28, 2017","horns1114"
"1561","4.0","A real surprise which exceeded our expectations. Martin was our guide in late November when we did this tour. I booked it in anticipation that weather might stop us exploring Montreal above ground. Having no idea of the extent of Montreal's underground we didn't really know what to expect. What we got...","December 12, 2017","aw54abudhabi"
"1562","5.0","Highly recommending Best of Big E Tour!. Friends from Europe came visiting Edmonton, and Gary - our tour guide - was a wealth of information during the tour with a highly contagious enthusiasm. He also stopped twice so we could take photos with a spectacular view over the city. Thanks, Gary, you...","October 5, 2018","susanna_s"
"1562","5.0","Excellent Introduction to Edmonton!. I came to Edmonton on business and honestly didn’t know much about this fascinating city.\nGary was my tour guide and he had so much much knowledge about the city but what I really enjoyed was his enthusiasm for both the past and the future...","September 26, 2018","ann_s"
"1562","5.0","Fabulous, very Informative!. Gary is an excellent tour guide and provides an amazing informative commentary of the City of Edmonton. His touch of humour made it a fun, exciting adventure. Very highly recommended tour for anyone wanting a spectacular overall view of the historical aspects of beautiful Edmonton...","September 17, 2018","carol_h"
