"attraction_id","rating","review","review_date","user"
"0","5.0","Another 'Dave' Guides us Around Vancouver. Landsea’s Vancouver City Tour – Let me start this by saying if you purchase a tour in advance read the small print! Our pickup was 10am from our Downtown Hotel with an advisory to be ready 10mins before. At 09:55am panic set in. Then I...","March 14, 2019","drew22perthaustralia"
"0","5.0","Fantastic way to explore VC. An easy way to explore Vancouver and surroundings. Our tour guide James was genuinely passionate, fun and informative, great to be around. Visiting many sights, starting of with the beautiful Stanley Park, the Lions Gate Bridge, Granville islands markets for a lunch snack, Gastown, fantastic...","March 1, 2019","marc_h"
"0","5.0","This was a great half day tour!. Was there for business for three days and have never visited the city and had just enough time for a half day tour. It was perfect and we really saw quite a bit and got a great overview of the city history, culture, nightlife and...","February 28, 2019","maggiehand"
"0","5.0","All the main attractions. Scott was our lovely tour guide and we spent the day with him visiting the main sights. The highlight without a doubt was the Capilano Suspension Bridge which was festooned with Christmas lights. It. Was. Stunning. Very comfortable bus, a knowledgeable tour guide and a...","December 19, 2018","catherine255066"
"0","5.0","Excellent Vancouver Sightseeing Tour. We would recommend this tour to anyone. Both my wife and I knew Vancouver from about 30 years ago, but had not visited since that time. We learned fun facts about the city that we never knew, even when we regularly visited the city. Ed,...","November 29, 2018","gearjamkw"
"0","5.0","Highlight of our stay in Vancouver.. The tour was great we learned so much and had fun to. We went to several of the stops on our second day in Vancouver. This was the best way to see the city.","November 12, 2018","jkfran"
"0","5.0","It was worth taking and very interesting.. I really enjoyed this tour, and I would recommend it to family and friends. You get to see alot of places and things when on the tour. it's very enjoyable.","November 6, 2018","cherylk16"
"0","5.0","Great Guide. Our guide/driver Ed was a 3rd generation Vancouverite with a passion for his city. It was great to see Vancouver through his eyes, and he took extra care to help us enjoy the tour. If we had not already been to the Capilano Suspension Bridge,...","November 2, 2018","attydan"
"0","5.0","Better than Hop on Hop off for sure. We took this tour and it was amazing. Our driver and tour guide were excellent and very knowledgeable. They made every minute count and we saw everything that we wanted to. for the places that we wanted to spend more time in we went by...","October 24, 2018","eve_l"
"0","5.0","Great city tour. Just finished our city tour. Really excellent! Great choice of things to see and the right amount of time at each stop. Our guide, Alexandra, is a Vancouver native so she had great details about every neighborhood and location. A great way to see the...","October 12, 2018","thomasbi1536rj"
"0","5.0","Excellent to see the City. We had a very informative driver and the tour was excellent. They picked us up and returned us to our hotel (great service). We really enjoyed the overview of beautiful downtown Vancouver and especially going up the elevator and seeing an overview of the entire...","October 11, 2018","shirley_h"
"0","5.0","Beautiful City - Great Driver with Lots of Interesting Facts. Rene picked us up at the cruise ship pier & then picked up assorted other people from downtown hotels. We enjoyed his commentary & his interaction with all of us. He made a point of learning our names! Vancouver is such a magnificent city &...","September 27, 2018","holleyannep"
"0","5.0","Excellent overview of Vancouver. We were driving from Bellingham early and had reserved the 4-hour city tour. Due to a horrendous traffic morning, we arrived at the River Rock Casino to be picked up a few minutes late. We had called Landsea Tours to alert them to our situation....","September 23, 2018","joan_and_larry_m"
"0","5.0","Vancouver overview. We were picked up at our hotel and driven around town. Our driver/guide, Ken, was very informative and friendly. The tour is definitely worth the money if you have four hours time. It gives you an overview of the city.","September 22, 2018","flipper13357771"
"0","4.0","Get to know Vancouver. This 4 hour tour is great for an introduction to the city on arrival as it puts the geography into perspective - at a price ($80). The pleasant and friendly driver came on time in a small comfortable bus and gave us advice on the...","September 21, 2018","bluebellplasnewydd"
"0","4.0","Good overview of Vancouver.. Nice half day overview of Vancouver. Has the usual limitations of a minibus tour of a big city, but the tour did stop and gave us some time in Granville Island, Stanley Park. Well narrated by the bus driver. Prompt pick up at our hotel.","September 20, 2018","david_p"
"0","5.0","Great way to see the city with limited time. Hotel pickup & return..both on time. Great driver and “host.” Very informative. Saw a lot. Enough stops & slow downs for photo shoots. Very pleased with our decision to take this tour.","September 19, 2018","barb_d"
